alpha,beta,phase_offset,psi_offset,chi_red,K
141.52065828215507,1.5553026995408743,8.205298653920662,9.792018227829976,1.2321605914218485,-22.92522891164535
120.32916115492398,1.9366955292846344,8.205298653920662,9.792018227829976,1.1904424548130668,-25.540215257130875
49.04637252352952,1.6948078600250651,8.205298653920662,9.792018227829976,1.1680472130462805,-25.53587025922321
61.62078564502295,2.030438453838684,8.205298653920662,9.792018227829976,1.1680604559882817,-24.832363733100923
39.73240841089846,1.3964306822448265,8.205298653920662,9.792018227829976,1.1621530926143802,-26.22919684341587
102.12707016651434,2.3975184309723545,8.205298653920662,9.792018227829976,1.165154547748076,-23.371466969687024
108.49697068294893,2.0874400665213244,8.205298653920662,9.792018227829976,1.15766913654013,-26.03568232473744
47.077656845718245,1.630246093849422,8.205298653920662,9.792018227829976,1.1557757743263708,-25.739712340398917
38.439587908513225,1.2983536390322428,8.205298653920662,9.792018227829976,1.1490629770243033,-27.437217532395696
108.11651771921689,2.337797243937203,8.205298653920662,9.792018227829976,1.155488818598951,-23.299932751433793
75.70752960169312,2.290176894885249,8.205298653920662,9.792018227829976,1.1501563933077015,-24.25016097897976
139.35270235991055,1.571265595208203,8.205298653920662,9.792018227829976,1.1519203210604056,-23.75613248715352
135.23370753119772,1.726446179979817,8.205298653920662,9.792018227829976,1.1528560926328517,-23.374460394923794
41.45202290144081,1.4426169976106422,8.205298653920662,9.792018227829976,1.1422386780111842,-26.294847549273026
113.81302042694136,2.254853986660152,8.205298653920662,9.792018227829976,1.1500081384349476,-23.252771663657914
106.03588513179744,2.3582174452134126,8.205298653920662,9.792018227829976,1.1490488924411606,-23.357424766198175
102.6953148651598,2.387072008670458,8.205298653920662,9.792018227829976,1.1479123964684865,-23.422508809672085
79.13447673693507,2.3322485230762737,8.205298653920662,9.792018227829976,1.1445409669135709,-24.13299458091625
44.251423816788616,1.456067007581268,8.205298653920662,9.792018227829976,1.1287710928403463,-27.46149171088811
59.21718044004336,1.960111962699429,8.205298653920662,9.792018227829976,1.1348110413061874,-25.11753180754824
131.31950836599106,1.7548920232711538,8.205298653920662,9.792018227829976,1.1366635103078926,-24.524651273390962
124.63425220838516,2.0246630489728545,8.205298653920662,9.792018227829976,1.1382424160125049,-23.289106921983862
126.42804335578502,1.9784333837584145,8.205298653920662,9.792018227829976,1.138038179519323,-23.306083178667677
41.267173451849175,1.4239321579118922,8.205298653920662,9.792018227829976,1.1273466274217034,-26.542369067808675
106.3001056158812,2.350118400082849,8.205298653920662,9.792018227829976,1.1353589826189106,-23.406559394481626
60.05016473567154,1.8000527558757111,8.205298653920662,9.792018227829976,1.1228456990502185,-27.5840979722214
135.38850013364112,1.6727338194101975,8.205298653920662,9.792018227829976,1.1333296273836058,-24.05900455058341
58.57955464111748,1.7731553529606998,8.205298653920662,9.792018227829976,1.1206372202334824,-27.579088544073826
119.50578483842136,2.140606659422033,8.205298653920662,9.792018227829976,1.1333466208447633,-23.300152434374034
41.41056162156958,1.3985736739623604,8.205298653920662,9.792018227829976,1.1208554573210479,-27.10051322644966
52.59762039009765,1.7797608778168694,8.205298653920662,9.792018227829976,1.1251690196268196,-25.57786301477608
71.30383192372724,2.2119440332989484,8.205298653920662,9.792018227829976,1.1256475110353046,-24.542150461678677
135.03625934179317,1.698785187760265,8.205298653920662,9.792018227829976,1.1275809262356757,-23.837339736750366
116.24421828691573,2.2024122066229666,8.205298653920662,9.792018227829976,1.1271129837643359,-23.33906305043549
50.78651837653344,1.6148669212501687,8.205298653920662,9.792018227829976,1.114387480512079,-27.493537660208194
131.29796549391656,1.8310477611957052,8.205298653920662,9.792018227829976,1.1256521255349352,-23.512731768908917
53.62767757678941,1.8055937854746704,8.205298653920662,9.792018227829976,1.1184735120852283,-25.55451491993252
116.50416782578318,2.1967825435738035,8.205298653920662,9.792018227829976,1.1254281552757257,-23.34626467433405
